bug_id,bug_status,version,keywords,short_desc,component,attachments
1431289,CLOSED-CURRENTRELEASE,26,,Pyramid >= 1.8.0 requires hupper but the package does not Require it,python-pyramid,
1431316,CLOSED-NEXTRELEASE,25,,TLSv1.3: security.tls.version.max = 4 has no effect,firefox,
1431320,CLOSED-ERRATA,25,,[abrt] lollypop: database_tracks.py:548:set_listened_at:sqlite3.OperationalError: database is locked,lollypop,"backtrace, environ"
1431325,CLOSED-CURRENTRELEASE,25,,Site icons are lost on start.,firefox,Bildschirmfoto von »2017-03-11 10-45-47«.png
1431335,CLOSED-ERRATA,26,,SELinux is preventing gdm-session-wor from 'kill' accesses on the cap_userns Unknown.,selinux-policy,
1431347,CLOSED-ERRATA,26,,libcurl-7.53.1-3.fc26.i686 requires non-existent nss-pem.fc26.i686 package,curl,
1431366,CLOSED-NEXTRELEASE,25,,regression vs yum: dnf --enablerepo does not accept comma-separated list of repos,dnf,
1431368,CLOSED-ERRATA,25,,noip client fails unless (re)started manually,noip,boot.log
1431400,CLOSED-ERRATA,26,,ostrees are not building in f26,rpm-ostree,test-run.txt
1431403,CLOSED-ERRATA,25,,qemu-system-ppc64  has the wrong path to vgabios-stdvga.bin,qemu,
1431411,CLOSED-ERRATA,26,,Wrong colors (Firefox on qemu-kvm with QXL driver),firefox,firefox_wrongcolors.png
1431417,CLOSED-ERRATA,25,,Update python-slugify to 1.2.1 in f25,python-slugify,
1431476,CLOSED-ERRATA,25,,Impress: Moving slides copies instead of moving,libreoffice,
1431478,CLOSED-ERRATA,25,,Impress: font color picker appears far away from font color picker button,libreoffice,
1431486,CLOSED-ERRATA,25,"EasyFix, Triaged",dnf wants to check gpg key on builddep from src.rpm,dnf,
1431493,CLOSED-RAWHIDE,25,"EasyFix, Triaged",versionlock: Blacklisting packages loop is very slow due to cache breaking,dnf-plugins-extras,
1431563,CLOSED-CURRENTRELEASE,26,,LastPass toolbar menu flickering with firefox 52,firefox,
1431581,CLOSED-ERRATA,25,,Config files libvirt-daemon-config-nwfilter not specified as config files in RPM,libvirt,
1431603,CLOSED-NEXTRELEASE,25,,dnf repoquery --whatprovides /usr/bin/sip doesn't work,dnf-plugins-core,
1431694,CLOSED-ERRATA,25,,[abrt] xfce4-terminal: _vte_table_free(): xfce4-terminal killed by SIGSEGV,xfce4-terminal,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1431749,CLOSED-ERRATA,24,,gpg2 wastes a whole second waiting for gpg-agent to start,gnupg2,
1431838,CLOSED-ERRATA,25,,Textbox not visible,adwaita-qt,Schermata da 2017-03-13 20-49-41.png
1431857,CLOSED-ERRATA,25,,[abrt] xfwm4: read_packet(): xfwm4 killed by SIGABRT,xfwm4,"backtrace, cgroup, core_backtrace, dso_list, environ, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1431866,CLOSED-RAWHIDE,26,,Tests randomly hang on aarch64,gc,
1431879,CLOSED-ERRATA,26,,"Pre-GDM gnome-initial-setup fails to run (when no user created during install), with log WARNING: Unable to find required component 'gnome-settings-daemon'",gnome-initial-setup,system.journal
1431905,CLOSED-ERRATA,25,,spice GL broken: egl: EGL_KHR_surfaceless_context not supported,qemu,
1431930,CLOSED-CURRENTRELEASE,25,,failure to stop docker daemon on reboot,docker,journal.txt
1432041,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2016-9603 xen: Qemu: cirrus: heap buffer overflow via vnc connection [fedora-all],xen,
1432139,CLOSED-RAWHIDE,25,,'dnf updateinfo' reports on already installed updates,dnf,
1432247,CLOSED-ERRATA,25,,KDE Plasma File View desktop icons stay highlighted after mouse-over,plasma-workspace,Screenshot_20170314_180851.png
1432258,CLOSED-ERRATA,24,,[abrt] remmina: HashTable_GetItemValue(): remmina killed by SIGSEGV,remmina,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1432337,CLOSED-CURRENTRELEASE,26,,[abrt] policycoreutils-gui: __init__(): selinux-polgengui:205:__init__:AttributeError: 'module' object has no attribute 'generate',policycoreutils,"backtrace, cgroup, environ, mountinfo, namespaces, open_fds"
1432403,CLOSED-ERRATA,25,,regression: build-id is no longer produced by default,clang,
1432430,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-6874 kernel: Race condition in kernel/ucount.c [fedora-all],kernel,
1432532,CLOSED-CURRENTRELEASE,25,"Security, SecurityTracking",CVE-2016-9577 spice: Buffer overflow in main_channel_alloc_msg_rcv_buf when reading large messages [fedora-all],spice,
1432558,CLOSED-RAWHIDE,26,,FTBFS: libuser doesn't build on current F26 due to -Werror=format-security,libuser,"0001-Fix-FTBFS-on-Fedora-26.patch, 0001-Fix-FTBFS-on-Fedora-26.patch"
1432582,CLOSED-ERRATA,26,,"authconfig 7.0.0 breaks nsswitch.conf (empty passwd, shadow and group lines)",authconfig,
1432619,CLOSED-ERRATA,25,"Triaged, Upstream",baloosearchrunner - zombie child - xdg-user-dir 100% CPU,plasma-workspace,"plasma_gdb_2017074.txt, krunner_gdb_2017075.txt"
1432667,CLOSED-ERRATA,26,,kernel 4.11.0-0.rc2.git0.1.fc26 oops on Allwinner SoCs,kernel,4.11.rc2.allwinner.kernel.oops.txt
1432684,CLOSED-ERRATA,26,,Automatic SPICE server port assignment doesn't seem to work (second VM fails to start due to collision),libvirt,
1432743,CLOSED-ERRATA,25,,SEGV in poll_with_variant() due to dereferenced NULL object.,storaged,
1432917,CLOSED-ERRATA,26,,connection handling is looping on timeout event,389-ds-base,
1432945,CLOSED-CURRENTRELEASE,25,"Security, SecurityTracking",CVE-2017-6827 CVE-2017-6828 CVE-2017-6829 CVE-2017-6830 CVE-2017-6831 CVE-2017-6832 CVE-2017-6833 CVE-2017-6834 CVE-2017-6836 CVE-2017-6835 CVE-2017-6837 CVE-2017-6838 CVE-2017-6839 audiofile: various flaws [fedora-all],audiofile,
1432971,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-6435 CVE-2017-6436 CVE-2017-6437 CVE-2017-6438 CVE-2017-6439 CVE-2017-6440 CVE-2017-7982 libplist: various flaws [fedora-all],libplist,
1432996,CLOSED-ERRATA,25,,Don't use Wnck on non-X11,d-feet,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1433033,CLOSED-NEXTRELEASE,25,,middle mouse click works inproperly,libinput,
1433076,CLOSED-RAWHIDE,26,,[abrt] mate-screenshot: g_build_path_va(): mate-screenshot killed by SIGSEGV,mate-utils,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1433153,CLOSED-ERRATA,26,,Bad shebangs in ipython,ipython,
1433174,CLOSED-ERRATA,26,,f26 rpm-ostree doesn't work with new content in nsswitch.conf,rpm-ostree,
1433188,CLOSED-ERRATA,26,,Upgrade path broken for F-25 -> 26 with -markdown subpackage,geany-plugins,
1433191,CLOSED-ERRATA,26,,SELinux is preventing gdm-session-wor from 'view' accesses on the key Unknown.,selinux-policy,
1433194,CLOSED-ERRATA,25,,NIC permanent address is not recognized after upgrading to 4.9.13 kernel,kernel,
1433198,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-5970 kernel: ipv4: Invalid IP options could cause skb->dst drop [fedora-all],kernel,
1433226,CLOSED-ERRATA,25,,zanata-cli is mistakenly go to zanata-platform,zanata-platform,
1433271,CLOSED-ERRATA,26,Reopened,Error during installation of pcp-selinux,pcp,pcpupstream.cil
1433280,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-6949 chicken: Unchecked size argument in malloc() in CHICKEN Scheme [fedora-all],chicken,
1433350,CLOSED-CURRENTRELEASE,25,"Security, SecurityTracking","CVE-2016-5483 community-mysql: mariadb, mysql: Incorrect input validation allowing code execution via mysqldump [fedora-all]",community-mysql,
1433364,CLOSED-ERRATA,25,Patch,python bindings no longer working with Python 2.7,file,
1433459,CLOSED-ERRATA,26,,long boot times - selinux denials causes cloud-init to take a long time,fedora-release,
1433463,CLOSED-ERRATA,25,Reopened,lldb scripting support gives errors,lldb,pic.jpg
1433491,CLOSED-ERRATA,25,,gphoto2 quit accessing iPhone5 after iOS update,libgphoto2,0001-Restores-access-to-iPhone-running-iOS-10.2.patch
1433494,CLOSED-ERRATA,25,,iwyu broken due to linkage error,iwyu,
1433555,CLOSED-ERRATA,26,,SELinux is preventing systemd-hostnam from 'create' accesses on the file .#hostnameC0Zq0X.,selinux-policy,
1433569,CLOSED-ERRATA,25,,%py_byte_compile doesn't work,python3,
1433572,CLOSED-ERRATA,25,,4.10.3-200: unable to set the wireless regulatory domain,kernel,
1433607,CLOSED-CURRENTRELEASE,25,,"Kernel module ""pwrseq_simple"" is not contained in the default kernel modules package which prevents wifi on Cubietruck from working",kernel,
1433755,CLOSED-ERRATA,25,,Pen input works incorrectly after update,xorg-x11-drv-libinput,"dots_not_working.events, dots_working.events"
1433800,CLOSED-ERRATA,25,,it.po busted: KeyError: 'nome-mv',virt-manager,virt-manager.png
1433819,CLOSED-ERRATA,25,,CVE-2017-5428 firefox: Mozilla: integer overflow in createImageBitmap() (MFSA 2017-08),firefox,
1433867,CLOSED-CURRENTRELEASE,26,,"FTBFS due ""tcmalloc not support on s390x""",389-ds-base,file_1433867.txt
1433959,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-6967 xrdp: Incorrect placement of auth_start_session() [fedora-all],xrdp,
1433986,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2016-10253 erlang: Heap-buffer overflow via regular expressions [fedora-all],erlang,
1433992,CLOSED-CURRENTRELEASE,26,,Broken CFLAGS provided by the dirsrv pkgconfig file,389-ds-base,
1434111,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-2661 pcs: Improper node name field validation when creating clusters leads to XSS [fedora-all],pcs,
1434154,CLOSED-ERRATA,26,,"Pre-GDM gnome-initial-setup fails to run (when no user created during install), with multiple ""Unrecoverable failure in required component"" errors",gnome-initial-setup,journal
1434227,CLOSED-ERRATA,26,,fix supermin dependency on hawkey,supermin,
1434240,CLOSED-ERRATA,25,,plugin doesn't appear under list of available plugins,rhythmbox-alternative-toolbar,
1434323,CLOSED-ERRATA,25,,plplot in F25 is older than in F24,plplot,
1434356,CLOSED-ERRATA,26,,sudo pip install produces a warning message with typo,python-pip,0001-Add-back-space-in-downstream-only-patch.patch
1434380,CLOSED-ERRATA,26,Reopened,Fedora-Live-26 fails: dracut-pre-udev: rpcbind:/run/rpcbind/rpcbind.lock No such file or directory,dracut,
1434420,CLOSED-ERRATA,25,,Session renegotiation fails with client certificates,gnutls,
1434430,CLOSED-ERRATA,26,,Confusing warning with 2nd start of container with atomic run,atomic,
1434470,CLOSED-ERRATA,25,,lldd package dependencies may be incorrect [Was lldb failed to start because of unfound library symbols],lldb,
1434497,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-7207 ghostscript: Null pointer dereference in mem_get_bits_rectangle() [fedora-all],ghostscript,
1434671,CLOSED-ERRATA,24,,info document missing,screen,
1434697,CLOSED-ERRATA,26,,Broken dependency in python2-ipython-gui-3.2.1-12.fc26.noarch,ipython,
1434720,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-2641 CVE-2017-2643 CVE-2017-2644 CVE-2017-2645 moodle: Multiple security vulnerabilities [fedora-all],moodle,
1434755,CLOSED-ERRATA,25,,Typos in ntpd man page,ntp,
1434766,CLOSED-CURRENTRELEASE,25,,Resume from Suspend to RAM on second time broken on Lenovo Yoga 900 13ISK,kernel,"dmesg_before1, dmesg_after1, dmesg_before2"
1434870,CLOSED-ERRATA,24,,plasma closed UNexpectedly during logout,plasma-workspace,"DOWNGRADE-plasma-workspace-libs.txt, plasmashell-20170323-154530.kcrash.txt, plasmashell-20170325-123622.kcrash.txt"
1434897,CLOSED-ERRATA,26,,docker tries to push to registry.redhat.com,docker,dockersearch.txt
1434916,CLOSED-ERRATA,26,,httpd.service: Failed with result timeout,httpd,
1434975,CLOSED-CURRENTRELEASE,25,,castxml needs rebuild for newe Mesa version,castxml,
1435010,CLOSED-ERRATA,26,,GNOME fails to start without modesetting (Fedora 'basic graphics') mode,gdm,journal
1435023,CLOSED-ERRATA,25,,Does not run properly. gnome-logs.,gnome-logs,Screenshot from 2017-03-23 00-54-49.png
1435127,CLOSED-ERRATA,25,,fcontext --extract does not work when socket entries are present in custom fcontext policy,policycoreutils,
1435156,CLOSED-ERRATA,25,"Reopened, Security, SecurityTracking",CVE-2017-2619 samba: symlink race permits opening files outside share directory [fedora-all],samba,
1435163,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-6464 CVE-2017-6462 CVE-2017-6463 CVE-2017-6458 CVE-2017-6451 ntp: various flaws [fedora-all],ntp,
1435166,CLOSED-ERRATA,25,,perl-CHI-0.60-10.fc27 FTBFS: Failed test 'raw_values = 1 by default',perl-CHI,perl-CHI-0.60-Adapt-to-changes-in-Cache-FastMmap-1.45.patch
1435288,CLOSED-RAWHIDE,25,,Cached remote content not always found in cache,evolution,test.mbox
1435310,CLOSED-ERRATA,26,,avc denial during F26 Atomic Host and Cloud Base boot - 'error_name=org.freedesktop.systemd1.NoSuchDynamicUser',selinux-policy,
1435366,CLOSED-ERRATA,24,,Please rebuils hostapd for F24 with ACS support,hostapd,
1435432,CLOSED-ERRATA,25,,Emulated ISA serial port hangs randomly when sending lots of data from guest -> host,qemu,"strace, strace.xz"
1435557,CLOSED-ERRATA,26,,[DOWNGRADEPATH] F25->F26: firefox-52.0-6.fc25 -> firefox-52.0-5.fc26,firefox,
1435576,CLOSED-ERRATA,25,,Missing ess-julia.jl leads to backtrace,emacs-common-ess,0001-Add-ess-julia.jl-in-ETCFILES.patch
1435689,CLOSED-ERRATA,25,,Enhance OpenLDAP to support TLSv1.3 protocol with NSS,openldap,
1435692,CLOSED-ERRATA,26,,Enhance OpenLDAP to support TLSv1.3 protocol with NSS,openldap,
1435740,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-7261 kernel: drm/vmwgfx: check that number of mip levels is above zero [fedora-all],kernel,
1435744,CLOSED-ERRATA,26,,Misspelled Provides/Obsoletes,stomppy,
1435745,CLOSED-ERRATA,26,,Include GNOME 3.24.0 in F26 Alpha,gnome-shell,
1435785,CLOSED-NEXTRELEASE,25,Reopened,[dnf] rpm lists non-packaged directory /etc/distro.repos.d,dnf,
1435794,CLOSED-NEXTRELEASE,25,,lvremove returns wrong exit code,lvm2,
1435820,CLOSED-ERRATA,26,,Whitelist gnome-shell weather integration in geoclue,geoclue2,
1435826,CLOSED-ERRATA,26,,Needs adaption to replace Yumex-DNF with dnfdragora,mate-applet-softupd,
1435831,CLOSED-ERRATA,26,"FutureFeature, Reopened, Triaged",openvpn@.service uses --daemon and --writepid,openvpn,
1435855,CLOSED-ERRATA,25,,"virtlogd.socket: Tie lifecycle to libvirtd.service, to simplify running libvirtd after install",libvirt,
1435866,CLOSED-ERRATA,25,,lollypop package in KDE community spin is missing a dep on totem-pl-parser,lollypop,
1435894,CLOSED-ERRATA,25,Reopened,Output of fixfiles gets garbled?,policycoreutils,
1435912,CLOSED-ERRATA,25,,Uninitialized variable in licensecheck,licensecheck,
1435923,CLOSED-ERRATA,26,Reopened,[abrt] xfce4-notifyd: xfce_notify_window_expire_timeout(): xfce4-notifyd killed by SIGSEGV,xfce4-notifyd,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1435926,CLOSED-ERRATA,25,,[abrt] tiled: blend_untransformed_generic(): tiled killed by SIGSEGV,tiled,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1435948,CLOSED-ERRATA,26,,FTBFS: Cassandra fails to (re)build generated thrift files from source,cassandra,update-thrift-to-0.10.0.patch
1435953,CLOSED-ERRATA,25,,fedfind get_release do not work anymore on f25 ppc64le,fedfind,tstfedfind
1435964,CLOSED-ERRATA,25,Reopened,"[Regression] with the dark theme, URLs are barely readable any more",firefox,"Firefox dark theme urlbar.png, Screenshot from 2017-03-26 13-01-16.png, Screenshot from 2017-03-27 16-02-45.png"
1436000,CLOSED-ERRATA,25,,Fail to find tests with rakudo but work correctly with rakudo-star,rakudo,
1436025,CLOSED-ERRATA,25,,No way to launch SubDownloader from the MATE panel,subdownloader,
1436075,CLOSED-ERRATA,26,Regression,embree 2.15.0-1 not built with $RPM_OPT_FLAGS,embree,
1436094,CLOSED-ERRATA,26,,Segmentation fault / Invalid read of size 8 in EVP_CIPHER_CTX_cleanup,libevent,
1436096,CLOSED-CURRENTRELEASE,26,,Fedora-Live-26 fails to boot: A start job is running for dev-map...\x2drv.device,LiveCD,"IMG_8296.JPG, atom_n270_cpuinfo.txt, atom_n450_cpuinfo.txt, core_i3_cpuinfo.txt"
1436110,CLOSED-ERRATA,26,,lz4 (-libs) prevents upgrading from Fedora 25 to Fedora 26 in some cases,libsolv,
1436113,CLOSED-ERRATA,25,,rsyslog documentation manual page horribly out-of-date,rsyslog,rsyslog-8.24.0-manpage-discard.patch
1436118,CLOSED-ERRATA,24,,Missing egg-info for python-enchant on F24,python-enchant,
1436120,CLOSED-ERRATA,25,,7-Zip Compression test doesn't run and result not printed in web browser.,phoronix-test-suite,file_1436120.txt
1436122,CLOSED-NEXTRELEASE,26,,"dnf documentation tells me to use ""dnf shell"", but that does not exist",dnf,
1436124,CLOSED-ERRATA,25,,VIM chooses ft=bindzone for sudoedit /etc/named.conf,vim,filetype-named.patch
1436145,CLOSED-ERRATA,25,,samba-4.5.7-0.fc25.x86_64 breaks my smb-servers,samba,
1436277,CLOSED-ERRATA,25,Regression,"KCrash rethrows all crashes, bringing up BOTH DrKonqi and ABRT",kf5-kcrash,
1436293,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-7264 mupdf: use-after-free in fz_subsample_pixmap (pixmap.c) [fedora-all],mupdf,
1436400,CLOSED-ERRATA,25,,Repeatable double free when undefining storage pool,libvirt,zz
1436446,CLOSED-RAWHIDE,25,,getpid() in child process created using clone(CLONE_VM) returns parent's pid,glibc,
1436507,CLOSED-ERRATA,25,,"After dnf update to kernel-4.10.5-200.fc25.x86_64, system won't boot with that kernel",xorg-x11-drv-ati,"IMG_1079.JPG, IMG_1079 (1).JPG, ovmf.png, failed-boot.txt"
1436508,CLOSED-ERRATA,25,Reopened,dnfdragora crashes while running large updates,dnfdragora,
1436570,CLOSED-RAWHIDE,25,Triaged,dnf download PKG doesn't work if there is directory which name is basename of PKG,dnf-plugins-core,
1436661,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-7277 kernel: Mishandling SCM_TIMESTAMPING_OPT_STATS feature causes out-of-bounds read [fedora-all],kernel,
1436663,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-2671 kernel: various flaws [fedora-all],kernel,
1436686,CLOSED-ERRATA,25,,leds dell::kbd_backlight: Setting an LED's brightness failed (-6) on Dell Precision 7510/0M91XC and 4.10.5-200,kernel,
1436690,CLOSED-ERRATA,25,"Reopened, Security, SecurityTracking",xen: xsa206 xen: xenstore denial of service via repeated update (XSA-206) [fedora-all],xen,
1436750,CLOSED-ERRATA,26,,'ostree admin unlock' mounts an overlay with the incorrect SELinux label,ostree,
1436777,CLOSED-ERRATA,26,,F26AH is not using overlay storage driver by default,docker,
1436801,CLOSED-ERRATA,25,,Please upgrade skopeo to v0.19.0 in f25 just as it in f26,skopeo,
1436810,CLOSED-CURRENTRELEASE,25,ManPageChange,beakerlib man page and documentation are still pointing to decommissioned project page fedorahosted.org,beakerlib,
1436830,CLOSED-ERRATA,25,,SELinux is preventing hdparm from 'ioctl' accesses on the blk_file /dev/sr0.,selinux-policy,
1436840,CLOSED-ERRATA,25,Reopened,"on i386, dkms specifically requires kernel-devel and not kernel-PAE-devel",dkms,
1436871,CLOSED-ERRATA,25,,setBfree core dumps on start,setBfree,"setbfreedebug.txt, setbfreedebug-2.txt"
1436873,CLOSED-ERRATA,26,Triaged,KDE live environment notifies of available updates,spin-kickstarts,Screenshot_fedora26-kde-live_2017-06-29_20:00:51.png
1436941,CLOSED-ERRATA,26,,abrt-desktop and others cannot be installed due to hawkey deps,abrt,
1437065,CLOSED-ERRATA,25,"Patch, Reopened",CUPS does not recognize changes to /etc/resolv.conf until CUPS restart,cups,
1437101,CLOSED-ERRATA,26,Reopened,Pkgconf breaks golang,pkgconf,
1437136,CLOSED-ERRATA,25,,unable to switch to overlay2 with 'atomic storage modify',atomic,
1437164,CLOSED-ERRATA,25,,Update to newer,purple-facebook,
1437199,CLOSED-ERRATA,25,,sssd-nfs-idmap-1.15.2-1.fc25.x86_64 conflicts with file from package sssd-common-1.15.1-1.fc25.x86_64,sssd,"dnf.log, logs.tar.xz, debugdata.tar.xz, debgudata_bestOption.tar.xz"
1437208,CLOSED-ERRATA,26,,mbedtls - Enable PKCS#11 support,mbedtls,0001-Enable-PKCS-11-support.patch
1437209,CLOSED-WONTFIX,26,,openssl could not use legacy ciphers in LEGACY profile,openssl,
1437299,CLOSED-ERRATA,26,,26 Alpha RC7 Server DVD has repoclosure errors,distribution,
1437355,CLOSED-ERRATA,25,"Reopened, Security, SecurityTracking",CVE-2017-5052 CVE-2017-5053 CVE-2017-5054 CVE-2017-5055 CVE-2017-5056 chromium: various flaws [fedora-all],chromium,
1437365,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-7244 pcre: invalid memory read in _pcre32_xclass (pcre_xclass.c) [fedora-all],pcre,
1437368,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-7245 pcre: stack-based buffer overflow write in pcre32_copy_substring [fedora-all],pcre,
1437370,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-7246 pcre: invalid memory read in _pcre32_xclass (pcre_xclass.c) [fedora-all],pcre,
1437406,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-7308 kernel: net/packet: overflow in check for priv area size [fedora-all],kernel,
1437415,CLOSED-ERRATA,26,,FTBFS crash when compiling org.eclipse.cdt.core,eclipse-cdt,file_1437415.txt
1437443,CLOSED-ERRATA,25,,[abrt] pcmanfm: fm_path_entry_completion_render_func(): pcmanfm killed by SIGABRT,pcmanfm,"backtrace, cgroup, core_backtrace, dso_list, environ, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages, pcmanfm.crashed.ogv, pcmanfm.valgrind.log, pcmanfm.valgrind.log"
1437469,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-7184 kernel: Out-of-bounds heap access in xfrm [fedora-all],kernel,
1437599,CLOSED-ERRATA,25,,Missing firmware: OpenGL stop working for Radeon,kernel,
1437601,CLOSED-ERRATA,26,,The partition name must be 'EFI System Partition'.,livecd-tools,
1437604,CLOSED-ERRATA,26,,'container-storage-setup --reset' returns 'Info: command not found',container-storage-setup,
1437790,CLOSED-ERRATA,26,,perl-Makefile-DOM-0.008-6.fc27 FTBFS: tests fail with perl-List-MoreUtils-0.418-1.fc27,perl-Makefile-DOM,
1437827,CLOSED-ERRATA,25,,The facebook plugin is broken,purple-facebook,
1437873,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-7377 xen: Qemu: 9pfs: host memory leakage via v9fs_create [fedora-all],xen,
1437999,CLOSED-RAWHIDE,25,,FreeType bug causes Chromium misrendering of PDF,freetype,"Screenshot from 2017-04-05 16-41-38.png, Screenshot from 2017-04-05 16-41-05.png, old-algorithm.png, new-algorithm.png, new-algorithm-8.25.png, liberation-mono-8-old.png, liberation-mono-8-new.png, liberation-mono-8.25-new.png, liberation-mono-8.3-new.png"
1438009,CLOSED-ERRATA,25,,zsh package is missing some modules,zsh,
1438046,CLOSED-ERRATA,26,,initial-setup.service: Failed to set up stdin: Inappropriate ioctl for device,initial-setup,
1438070,CLOSED-ERRATA,25,,[abrt] libvirt-daemon: qemuDomainSecretDiskPrepare(): libvirtd killed by SIGSEGV,libvirt,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1438117,CLOSED-ERRATA,25,Reopened,general protection fault,xorg-x11-drv-nouveau,journal.txt
1438149,CLOSED-ERRATA,26,,mc-wrapper.sh script does not work anymore,mc,
1438157,CLOSED-ERRATA,25,,[abrt] xed: g_hash_table_lookup_node(): xed killed by SIGSEGV,xed,"backtrace, cgroup, core_backtrace, dso_list, environ, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages, exploitable"
1438177,CLOSED-ERRATA,25,,[abrt] gnome-calendar: gcal_manager_create_event(): gnome-calendar killed by SIGSEGV,gnome-calendar,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1438198,CLOSED-ERRATA,24,,pidgin upgrade request for F24,pidgin,
1438215,CLOSED-ERRATA,25,,[kernel] switching to a virtual console freezes graphical login screen and desktop environment,kernel,
1438232,CLOSED-ERRATA,25,Reopened,gvfs-udisks2-volume-monitor excessive CPU usage during raid check,udisks2,udisksctl-monitor.txt.gz
1438276,CLOSED-ERRATA,25,,Kernel problems,kernel,
1438316,CLOSED-ERRATA,25,,CPU x: Machine Check 0: Bank 128: 00000000880x080 Reports,kernel,mce_errors.log
1438464,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2016-10266 CVE-2016-10267 CVE-2016-10268 CVE-2016-10269 CVE-2016-10270 CVE-2016-10271 CVE-2016-10272 libtiff: various flaws [fedora-all],libtiff,
1438465,CLOSED-ERRATA,25,"Security, SecurityTracking",mingw-libtiff: various flaws [fedora-all],mingw-libtiff,
1438478,CLOSED-RAWHIDE,26,EasyFix,rpmlint error dir-or-file-in-var-run,radvd,
1438539,CLOSED-ERRATA,25,,Include conditional_wakeup fix in glib2,glib2,
1438578,CLOSED-ERRATA,25,,The partition name must be 'EFI System Partition'.,livecd-tools,
1438687,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2016-9264 CVE-2016-9265 CVE-2016-9266 CVE-2016-9827 CVE-2016-9828 CVE-2016-9829 CVE-2016-9831 ming: Multiple security vulnerabilities [fedora-all],ming,
1438740,CLOSED-ERRATA,26,,"The preferred crypto implementation should be openssl, not ssleay32",mingw-qt5-qtbase,0021-Prefer-openssl-over-ssleay.patch
1438768,CLOSED-ERRATA,26,,cups-browsed fails to start,cups-filters,
1438773,CLOSED-ERRATA,25,,vagrant plugin install not working due missing dependencies,vagrant,
1438776,CLOSED-ERRATA,25,,manpage faker.1.gz is huge,python-faker,
1438801,CLOSED-ERRATA,25,,[abrt] git-core: __strcmp_sse2_unaligned(): git killed by SIGSEGV,git,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1438804,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-7228 xen: xsa212 xen: x86: broken check in memory_exchange() permits PV guest breakout (XSA-212) [fedora-all],xen,
1438910,CLOSED-ERRATA,25,,update 0.52,chkrootkit,
1438952,CLOSED-ERRATA,26,,Fedora 26 MATE spin shows gradient background (not Fedora 26 background),mate-desktop,
1439045,CLOSED-ERRATA,25,"Security, SecurityTracking",CVE-2017-7187 kernel: scsi: Stack-based buffer overflow in sg_ioctl function [fedora-all],kernel,
