bug_id,bug_status,version,keywords,short_desc,component,attachments
1321077,CLOSED-ERRATA,25,Reopened,update 4.0.3,Singular,
1321183,CLOSED-ERRATA,25,Reopened,Can hub be updated?,hub,"0001-Update-to-2.2.5.patch, 0001-Update-to-2.2.5.patch"
1321186,CLOSED-ERRATA,24,,[abrt] xfdashboard: _xfdashboard_gnome_shell_search_provider_create_result_actor(): xfdashboard killed by SIGABRT,xfdashboard,"backtrace, cgroup, core_backtrace, dso_list, environ, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages, backtrace"
1321207,CLOSED-ERRATA,25,,New version of libmetalink is out - 0.1.3,libmetalink,
1321330,CLOSED-ERRATA,24,Reopened,on i.mx6 systems the console does not start correctly,kernel,"bootup-buildin.svg, bootup-modules.svg"
1321380,CLOSED-ERRATA,24,Reopened,Missing support for LibreOffice,gnome-documents,
1321392,CLOSED-ERRATA,24,,[abrt] systemd: log_assert_failed(): systemd killed by SIGABRT,systemd,"backtrace, cgroup, core_backtrace, dso_list, environ, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1321407,CLOSED-ERRATA,24,"Triaged, UserExperience","ValueError: (2, 'LRO_MAXSPEED (400) is lower than LRO_LOWSPEEDLIMIT (1000)', 'Bad argument of a handle option')",dnf,
1321900,CLOSED-ERRATA,24,,[French] F24 - ABRT isn't fully translated in alpha but is in Zanata,gnome-abrt,
1321911,CLOSED-ERRATA,24,Reopened,"[fr, cs, ru, pt_BR, ja, ko, es] F24 - blivet-gui is not fully translated",blivet-gui,
1321918,CLOSED-CURRENTRELEASE,25,,Files left after yum remove,postgresql,
1321950,CLOSED-ERRATA,24,,"[Czech] ""First detected"" string isn't translated",gnome-abrt,Screenshot from 2016-03-29 14-48-29.png
1322046,CLOSED-ERRATA,25,,update to flashrom-0.9.9,flashrom,flashrom-0.9.9-1.fc23.src.rpm
1322084,CLOSED-ERRATA,24,,disable session management by default (f24),kde-settings,
1322116,CLOSED-ERRATA,24,,SELinux is preventing systemd-gpt-aut from 'create' accesses on the file dev-sda2.swap.,selinux-policy,
1322184,CLOSED-ERRATA,25,,selinux policy for systemd and cgroup2,selinux-policy,
1322194,CLOSED-NEXTRELEASE,24,Translation,[ja_JP] 'Help' button unlocalized,anaconda,
1322198,CLOSED-ERRATA,25,,"hardlink skips certain ""dot"" files",hardlink,dotfiles.patch1
1322218,CLOSED-ERRATA,24,,[chinese] ABRT 'Problem Details' page is not fully translated in alpha.,gnome-abrt,abrt.png
1322221,CLOSED-NEXTRELEASE,24,Translation,[All] English strings in system-config-language GUI,system-config-language,system-config-language.png
1322226,CLOSED-ERRATA,24,"Reopened, Translation",[pt-BR] some strings translated in zanata are missing in the terminal,dnf,
1322471,CLOSED-ERRATA,25,,git-review: Provide a Python 3 subpackage,git-review,"0001-move-to-python3.patch, 0001-move-to-python3.patch, 0001-Modernized-specfile-and-Python-3-support-for-Fedora.patch"
1322480,CLOSED-RAWHIDE,25,,pyaudio: Provide a Python 3 subpackage,pyaudio,0001-Update-to-upstream-0.2.9.patch
1322491,CLOSED-NEXTRELEASE,25,,pycolumnize: Provide a Python 3 subpackage,pycolumnize,"0001-upgrade-to-the-latest-version.patch, fixed-bug.patch"
1322524,CLOSED-ERRATA,25,,Fix build on MIPS,qt,"Fix-build-on-MIPS.patch, Fix-build-on-MIPS.patch"
1322526,CLOSED-RAWHIDE,25,,Build properly on MIPS,python,"Build-properly-on-MIPS.patch, Build-properly-on-MIPS.patch"
1322558,CLOSED-RAWHIDE,25,,Build properly on MIPS,python3,"Build-properly-on-MIPS.patch, Build-properly-on-MIPS.patch, Build-properly-on-MIPS.patch"
1322589,CLOSED-ERRATA,24,,[packaging] fwupd ships broken gtk-doc files,fwupd,
1322591,CLOSED-ERRATA,24,,Error dialog on opening MuseScore,mscore,
1322599,CLOSED-ERRATA,26,Triaged,debuginfo-install installs needless packages,dnf-plugins-core,
1322625,CLOSED-ERRATA,26,Reopened,SELinux is preventing systemd-modules from using the 'sys_module' capabilities.,selinux-policy,"file_1322625.txt, systemd-modules-audit.log"
1322626,CLOSED-ERRATA,24,Reopened,[XINPUT2] Cannot type into any window other than most recently opened window in firefox using twm,firefox,
1322632,CLOSED-ERRATA,24,Translation,[ru_RU] Translation of policycoreutils GUI requires resync with zanata,policycoreutils,
1322638,CLOSED-ERRATA,24,Translation,[ja_JP] partially unlocalized,gnome-abrt,
1322648,CLOSED-RAWHIDE,24,,"[F24] anaconda - When clicking Austrlia->Brisbane, the red pin is located on Darwin.",libtimezonemap,
1322654,CLOSED-ERRATA,24,,Few buttons in setroubleshoot are not localized,setroubleshoot,
1322671,CLOSED-CURRENTRELEASE,25,,Please include a more recent texlive package,texlive,
1322696,CLOSED-ERRATA,24,,test_dhcp incorrect for big endians,ModemManager,"bigendian.patch, bigendian.patch"
1322715,CLOSED-CURRENTRELEASE,24,,Trying to set a new icon for desktop home directory entry let freeze my GNOME desktop,nautilus,
1322771,CLOSED-ERRATA,24,,long delay between avc denial and setroubleshoot message,setroubleshoot,
1322883,CLOSED-ERRATA,24,,Firefox undefined symbol: gtk_widget_path_iter_get_state,firefox,
1322895,CLOSED-CURRENTRELEASE,24,,[abrt] tracker: gst_wavparse_add_src_pad(): tracker-extract killed by SIGABRT,tracker,"backtrace, cgroup, core_backtrace, dso_list, environ, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1322921,CLOSED-ERRATA,24,,SELinux is preventing systemd-resolve from 'getattr' accesses on the file /run/systemd/netif/links/2.,selinux-policy,
1322951,CLOSED-NEXTRELEASE,24,,[Alpha netinstall] Touchpad doesn't work on,kernel,"anaconda.log, X.log"
1323014,CLOSED-ERRATA,24,,pocl-0.12-1.f24 requires libLLVM-3.7.so,pocl,
1323015,CLOSED-ERRATA,24,Translation,[All] virt-manager localized GUI partially in English,virt-manager,"virt-manager_createVM_wizard.png, vm_force_poweroff.png, virt-manager_interface_config.png"
1323159,CLOSED-ERRATA,24,Reopened,FreeCad segfalts on startup.,freecad,FreeCAD.log
1323171,CLOSED-ERRATA,25,,python-xml2rfc: Provide a Python 3 subpackage,python-xml2rfc,
1323174,CLOSED-RAWHIDE,25,,python-w3lib: Provide a Python 3 subpackage,python-w3lib,"0001-add-Python3-and-update-to-1.14.2.patch, 0001-update-version-and-python3-add.patch"
1323176,CLOSED-ERRATA,25,,python-walkdir: Provide a Python 3 subpackage,python-walkdir,"0001-add-Python3-and-update-to-0.4.1.patch, 0001-add-Py3-and-version-update.patch"
1323193,CLOSED-ERRATA,24,,FTBFS on secondary arches due liblfds,389-ds-base,
1323224,CLOSED-ERRATA,25,,mailx fails when used with mail server other than Sendmail Inc sendmail or postfix,selinux-policy,
1323226,CLOSED-RAWHIDE,25,,flann: Provide a Python 3 subpackage,flann,
1323228,CLOSED-ERRATA,25,Reopened,FlightCrew: Please use python3 shebang,FlightCrew,"Flightcrew-plugin-py3-sheband.patch, Flightcrew-all-shebangs.patch, 0008-FlightCrew-plugin-Change-shebang-python3.patch, 0001-Fixing-python-shebang.patch"
1323247,CLOSED-RAWHIDE,25,,lcm: Provide a Python 3 subpackage,lcm,"0001-Added-support-for-Python-3.patch, 0001-Added-support-for-Python-3.patch"
1323256,CLOSED-ERRATA,26,,Use python3 for /usr/bin/pygmentize,python-pygments,
1323257,CLOSED-RAWHIDE,25,,marisa: Provide a Python 3 subpackage,marisa,"py3package.patch, renamebindings.patch"
1323269,CLOSED-ERRATA,24,,undefined symbol: guestfs_int_safe_malloc,guestfs-browser,
1323296,CLOSED-RAWHIDE,25,,TypeError: __init__() got an unexpected keyword argument 'chunk_size',anaconda,"anaconda-tb, anaconda.log, dnf.log, dnf.rpm.log, environ, ks.cfg, lsblk_output, nmcli_dev_list, os_info, program.log, storage.log, syslog, ifcfg.log, packaging.log"
1323314,CLOSED-ERRATA,24,,remove rich boolean Requires for now,anaconda,
1323365,CLOSED-RAWHIDE,25,,aaargh is needed,python-upoints,
1323398,CLOSED-CURRENTRELEASE,24,,totem (or gstreamer) misses (or malfunction when trying to find) main codes ...,totem,
1323420,CLOSED-CURRENTRELEASE,24,,keyboard not working on 4.5.0 kernel,kernel,"dmesg4.4.6-300.text, lsmod4.4.6-300.text, dmesg4.5.0-302-100lines.text, lsmod4.5.0-302.text, kernelMessages4.4.6-00.text, kernelMessages4.5.2-00.text"
1323428,CLOSED-ERRATA,26,,Build lgi against luajit also,lua-lgi,
1323454,CLOSED-ERRATA,24,,SELinux is preventing systemd-gpt-aut from using the 'sys_rawio' capabilities.,selinux-policy,
1323458,CLOSED-ERRATA,24,,SELinux is preventing systemd-gpt-aut from 'read' accesses on the blk_file mmcblk0.,selinux-policy,
1323480,CLOSED-CURRENTRELEASE,24,,LLVM git fails to compile: constructor required before non-static data member for llvm::ValueEnumerator::MDRange::First has been parsed,gcc,"BitcodeWriter.ii, BitcodeWriter.ii"
1323492,CLOSED-ERRATA,24,,[abrt] boinc-manager: _g_log_abort(): boincmgr killed by SIGTRAP,boinc-client,"backtrace, cgroup, core_backtrace, dso_list, environ, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1323497,CLOSED-ERRATA,24,,psdshuffler dies on start,pdfshuffler,
1323498,CLOSED-ERRATA,24,,menu,hawaii-workspace,
1323512,CLOSED-CURRENTRELEASE,24,,xen build problems with -ftree-coalesce-vars with gcc6,gcc,usercopy.cpp.c
1323518,CLOSED-ERRATA,24,Reopened,Zabbix agent fails to start due to being unable to disable coredumps,selinux-policy,
1323540,CLOSED-ERRATA,24,,[abrt] clementine: logging::MessageHandler(): clementine killed by SIGABRT,clementine,"backtrace, clementine-fts4.diff, clementine-change-tokenizer.diff, clementine-enable-fts3-tokenizer.patch"
1323561,CLOSED-RAWHIDE,24,,rpmlint errors/warnings,nmap,
1323597,CLOSED-CURRENTRELEASE,24,,arandr - xrandr 1.5 support,arandr,
1323598,CLOSED-ERRATA,24,,Cura has lots of repaint issues in the GUI,wxGTK3,curaissues.png
1323632,CLOSED-ERRATA,25,,Build with %{optflags},android-tools,Build-with-optflags.patch
1323662,CLOSED-ERRATA,24,,Authen::Krb5 uses internal and no longer existing krb5 functions,perl-Authen-Krb5,nopriv.patch
1323684,CLOSED-NEXTRELEASE,24,,[abrt] gnome-builder: __pthread_once_slow(): gnome-builder killed by SIGSEGV,gnome-builder,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1323718,CLOSED-ERRATA,24,,beets web plugin not provided or not working,beets,
1323732,CLOSED-ERRATA,24,,Selinux prevents snapper timer services,selinux-policy-targeted,
1323736,CLOSED-ERRATA,24,,Wireless adapter randomly confused with wired adapter,NetworkManager,"0001-platform-add-logs-to-debug-link-type-matching.patch, log.txt"
1323754,CLOSED-ERRATA,25,,selinux will prevent snapperd from relabeling btrfs .snapshots subvolume,selinux-policy-targeted,
1323815,CLOSED-CURRENTRELEASE,24,,[abrt] tracker: __gst_fast_read16(): tracker-extract killed by SIGSEGV,tracker,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1323828,CLOSED-ERRATA,24,,python3 - vim - powerline issue?,powerline,"0001-resolves-1323828-Revert-move-introduced-in-ceaa583d.patch, 0001-Apply-patch-to-prefer-python3-over-python2.patch, file_1323828.txt"
1323980,CLOSED-ERRATA,24,,python2-pydot in F24 should Obsolete pydot from F23,pydot,
1324020,CLOSED-RAWHIDE,25,,Review Request: cassandra - OpenSource database Apache Cassandra,Package Review,licensecheck.txt
1324086,CLOSED-ERRATA,24,,"dnf ""autoremove"" command has no description in dnf --help",dnf,
1324113,CLOSED-ERRATA,25,,fail2ban: fail2ban-server requires both Python 2 and Python 3,fail2ban,
1324119,CLOSED-RAWHIDE,25,,python-django-registration: Provide a Python 3 subpackage,python-django-registration,"python-django-registration.spec, python-django-registration.spec, python-django-registration.spec"
1324161,CLOSED-ERRATA,24,,Firefox crashes in JS garbage collection,firefox,
1324579,CLOSED-ERRATA,24,,Qpid Synchronous Transport Deadlocks,python-kombu,
1324587,CLOSED-CURRENTRELEASE,24,Reopened,Large domain names in qemu VMs abort due to Monitor path too large,libvirt,
1324600,CLOSED-ERRATA,24,,liveusb-creator 3.90.0-1.fc24.noarch does not start in Fedora-KDE-Live-x86_64-24_Alpha-7.iso,liveusb-creator,
1324646,CLOSED-ERRATA,24,,Pulp <= 2.8.1 is vulnerable to CVE-2016-3095,pulp,
1324663,CLOSED-CURRENTRELEASE,24,,Busy loop in `journalctl --list-boots`,systemd,journalctl-list-boots
1324670,CLOSED-CURRENTRELEASE,24,,[4.4.6-3014.5.0-302] BTRFS error (device dm-0): could not find root 8,kernel,
1324715,CLOSED-ERRATA,24,,cloc 1.64 not compatible with Perl 5.22,cloc,
1324824,CLOSED-ERRATA,24,,NUnit test in Monodevelop,monodevelop,
1324887,CLOSED-CURRENTRELEASE,25,,perl-Starlet-0.29-1.fc25 FTBFS: t/11multi-sockets.t fails,perl-Starlet,
1324946,CLOSED-ERRATA,24,,[Gtk+ 3.20] loads of warnings related to style changes in Gtk+ 3.20,libreoffice,
1325020,CLOSED-ERRATA,24,Reopened,[abrt] WARNING: CPU: 3 PID: 1648 at drivers/gpu/drm/i915/intel_uncore.c:599 hsw_unclaimed_reg_debug+0x6a/0x90 [i915](),xorg-x11-drv-intel,dmesg
1325085,CLOSED-ERRATA,24,,"libvirt doesn't recognize arm/aarch64 versioned virt-* machinetypes as capable of multiple PCI buses, names them all ""pci""",libvirt,"build.log, root.log"
1325114,CLOSED-ERRATA,24,,FTBFS: DMRTest: 73 74 75 76 77 78 79 80 81 82 83 84 failed,libdap,"build.log, DMRTest.tar.gz, libdap-3.17.0-big-endian-workaround.patch"
1325338,CLOSED-ERRATA,24,,[abrt] ibus-typing-booster: main.py:166:__init__:AttributeError: 'NoneType' object has no attribute 'get_value',ibus-typing-booster,"backtrace, environ, 0001-Call-IBus.Bus-in-__main__-not-in-__init__-of-class-S.patch"
1325350,CLOSED-NEXTRELEASE,25,Triaged,DNF Reposync does complete sync/download but doesn't save any packages,dnf-plugins-core,
1325354,CLOSED-ERRATA,25,Reopened,Keyboard and other input devices uncorrectly recognized as joysticks,kernel,"0001-HID-input-ignore-System-Control-application-usages-i.patch, 0002-HID-wacom-do-not-detect-Pad-devices-as-joysticks.patch"
1325401,CLOSED-CURRENTRELEASE,25,,[abrt] supertuxkart: LockLists(): supertuxkart killed by SIGABRT,supertuxkart,"backtrace, cgroup, core_backtrace, dso_list, environ, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1325461,CLOSED-ERRATA,24,,please update python-bitarray to 0.8.1,python-bitarray,python-bitarray.spec
1325462,CLOSED-ERRATA,24,,[abrt] systemd: strv_clear(): networkctl killed by SIGABRT,systemd,"backtrace, cgroup, core_backtrace, dso_list, environ, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1325471,CLOSED-ERRATA,24,CommonBugs,resolving Supplements: dependencies pull in multilib packages,libsolv,
1325472,CLOSED-ERRATA,25,,pkg-config file has a typo,spandsp,
1325487,CLOSED-NEXTRELEASE,24,,[IMAPx] Release idle_lock before disconnecting the cancellable,evolution-data-server,"Screenshot from 2016-04-09 11-32-17.png, backtraces.tar.gz, evolution-console-output.txt"
1325493,CLOSED-ERRATA,24,,"The rendering of the text  (= ""praviN"" typed using mr-itrans transliteration from lib-m17n) looks different in gedit on f23 and f24",lohit-marathi-fonts,"praviN.txt, praviN-gedit-comparision-f23-f24.png, difference-when-rendering-with-lohit-devanagari-versus-with-lohit-marathi.png, broken_rendering_fixed_with_lohit-marathi-fonts-2.94.0-6.png"
1325518,CLOSED-RAWHIDE,25,,TypeError: 'DiskDevice' object is not iterable,python-blivet,"anaconda-tb, anaconda.log, dnf.log, environ, lsblk_output, nmcli_dev_list, os_info, program.log, storage.log, syslog, ifcfg.log, packaging.log"
1325640,CLOSED-NEXTRELEASE,24,,Deprecation warnings on packaged VAPI,libgee,
1325666,CLOSED-RAWHIDE,24,,"pocl: multilib file conflict: /etc/OpenCL/vendors/pocl.icd , /usr/bin/pocl-standalone",pocl,"dnf.log, debugdata.tar.xz, debugdata-f24.tar.gz, debugdata-f24.tar.gz"
1325693,CLOSED-ERRATA,24,Security,/etc/pki/pulp/rsa.key is installed world readable,pulp,
1325711,CLOSED-ERRATA,24,Reopened,Libreoffice looks ugly in Fedora 24,libreoffice,"Screenshot from 2016-04-10 15-01-08.png, Screenshot from 2016-04-10 18-45-29.png, dnflog.tar.gz, dnf_config-manager"
1325775,CLOSED-ERRATA,25,Reopened,Working on branch without remote tracking branch fails due to unpushed changes,rpkg,
1325858,CLOSED-ERRATA,24,,libreoffice is FTBFS on all secondary arches (aarch64/Power64/s390x) on Fedora 24,libreoffice,
1325869,CLOSED-ERRATA,24,Reopened,"[abrt] dnf: config.py:91:__set__:ValueError: Error parsing ""baseurl = repodata"": URL must be http, ftp, file or https not """"",dnf,"_var_log_dnf.log, backtrace, dnf-makecache.log, environ"
1325881,CLOSED-ERRATA,26,"FutureFeature, Triaged",emacs-haskell-mode-v16.1 is available,emacs-haskell-mode,"rebase-helper-debug.log, rebase-helper-debug.log, rebase-helper-debug.log"
1325966,CLOSED-ERRATA,24,,Qemu 2.6.0rc1 drops OpenGL support.,qemu,
1325998,CLOSED-CURRENTRELEASE,25,,Cockpit is missing version-dependencies between subpackages,cockpit,
1326001,CLOSED-CURRENTRELEASE,24,,Incorrect handling of duplicates of private bugs already reported,gnome-abrt,
1326047,CLOSED-CURRENTRELEASE,24,CommonBugs,"Network Manager IPv4 and IPv6 dialogs incorrectly displayed, unusable with mouse",gtk3,Screenshot from 2016-04-11 21-27-11.png
1326055,CLOSED-ERRATA,24,,Applications using Qt 5 are not displaying spin box controls and checked menu items properly.,adwaita-qt,"Screenshot from 2016-04-03 16-58-57.png, Screenshot from 2016-04-03 17-16-12.png, Screenshot from 2016-04-11 21-52-57.png"
1326056,CLOSED-ERRATA,24,,buggy spec for s390x/gcc-go,golang-github-shurcooL-sanitized_anchor_name,
1326222,CLOSED-ERRATA,24,,abiword icon source is used instead of actual icon,abiword,
1326247,CLOSED-ERRATA,24,,FTBFS in tci.c,qemu,
1326366,CLOSED-ERRATA,24,,wrong epoll_event struct for ppc64le/ppc64,golang,golang-1.6-epoll-power64.patch
1326430,CLOSED-ERRATA,24,,[gnome-abrt] release information of packages is displayed incorrectly,gnome-abrt,abrt.png
1326434,CLOSED-ERRATA,24,,File conflict between kde-l10n-sr and other kde packages,kde-l10n,full-error-output.txt
1326445,CLOSED-ERRATA,24,,Missing class in /usr/lib/java/leveldbjni-all.jar,leveldbjni,
1326661,CLOSED-ERRATA,25,,cp2k-3.0 testsuite hangs in tests/QS/regtest-ri-rpa,cp2k,
1326664,CLOSED-ERRATA,24,,check fails with gcc-go on s390x,golang-github-pmezard-go-difflib,
1326871,CLOSED-RAWHIDE,24,Reopened,_isa on armv7hnl is incorrect,rpm,
1326896,CLOSED-ERRATA,24,,-lpthread missing when built with gcc-go on s390x,docker,"file_1326896.txt, 0001-BZ-1326896-Fix-build-issue-on-s390x-architecture.patch"
1327062,CLOSED-NEXTRELEASE,25,,[abrt] tracker: _g_log_abort(): tracker-extract killed by SIGTRAP,tracker,"backtrace, cgroup, core_backtrace, dso_list, environ, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1327086,CLOSED-RAWHIDE,24,,Rebase on latest pip 8.x,python-pip,"allow-stripping-given-prefix-from-wheel-RECORD-files.patch, 0001-Rebased-to-a-new-upstream-version-8.1.2.patch"
1327153,CLOSED-ERRATA,24,,[abrt] hawaii-shell: QListData::size(): hawaii killed by SIGSEGV,hawaii-shell,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1327158,CLOSED-ERRATA,24,,[abrt] hawaii-system-preferences: QtWaylandClient::QWaylandDisplay::exitWithError(): hawaii-system-preferences killed by SIGSEGV,hawaii-system-preferences,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1327204,CLOSED-ERRATA,24,,Two network connections reported by nmcli during installation on s390x,NetworkManager,"journalctl, 07f02cc1-670c-4dd1-9ece-07a6ec94ac1b, 9a9d8330-64a4-4ed1-aef6-7ebb2eefce7d, 0001-device-ethernet-ignore-s390-portname-attribute-when-.patch"
1327360,CLOSED-ERRATA,24,Reopened,qt > 4.8.7-6.fc24 fails to load any plugins (including styles),qt,
1327527,CLOSED-RAWHIDE,25,,python-manilaclient: Provide a Python 3 subpackage,python-manilaclient,
1327560,CLOSED-ERRATA,24,,[freetype] shows empty windows after opening font file clR9x15.pcf,freetype,"clR9x15.pcf, clR9x15.pcf"
1327614,CLOSED-RAWHIDE,24,,[Gtk3.20] Scrollbar track is not rendered for in-html scroll windows,firefox,
1327615,CLOSED-ERRATA,24,,Incorrect subnet mask shown in network spoke,anaconda,"screenshot.png, anaconda.log, ifcfg.log, journalctl, nmcli_c_show_uuid_a29218f8-0805-492e-8fd5-bcdd76d31a4d"
1327817,CLOSED-ERRATA,24,,Firefox crashes,firefox,"foxy, c.d"
1327833,CLOSED-CURRENTRELEASE,24,,"Eclipse crashes when trying to open ""Configure Contents"" in ""Problems"" View",eclipse,"hs_err_pid18234.log, backtrace"
1327847,CLOSED-ERRATA,24,,libreoffice-core x86_64 and i686 conflict,libreoffice,
1327870,CLOSED-ERRATA,24,,missing file for %install on s390x,qemu,
1327874,CLOSED-RAWHIDE,24,,Update to 1.8.0,gstreamer1-vaapi,"0001-Update-to-1.8.0.patch, 0002-Make-gstreamer1-vaapi-devel-package-obsolete.patch, 0001-Update-to-1.8.0.patch"
1327910,CLOSED-ERRATA,24,,Filezilla GUI broken after upgrade to Fedora 24,filezilla,"fz_maximized.png, fz_unmaximized.png, filezilla_kde_unmaximized.png, filezilla_kde_maximized1.png"
1327938,CLOSED-CURRENTRELEASE,24,,text which is searched disappears in control in not matched results,geany,
1327997,CLOSED-CURRENTRELEASE,25,,"thunderbird does not start, crashes, even with --safe-mode ...",thunderbird,bt.txt
1328045,CLOSED-ERRATA,24,,[GCC6] crash at DispatchToTracer() - null this,firefox,
1328076,CLOSED-ERRATA,24,Reopened,Build libhdfs for all architectures,hadoop,"hadoop-native.patch, hadoop-dlopen-libjvm.patch, hadoop-dlopen-libjvm.patch"
1328101,CLOSED-ERRATA,24,,Scroll bar drawing errors,libreoffice,Bildschirmvideo von 18.04.2016 14:45:04.webm
1328104,CLOSED-ERRATA,25,,gdal needs rebuilding for change in libdap,gdal,gdal.patch
1328114,CLOSED-CURRENTRELEASE,26,Reopened,Fedpkg fails with: Unable to create update.  Authentication required,bodhi,
1328151,CLOSED-ERRATA,24,Reopened,Disk space requirements are too conservative,anaconda,"anaconda.log, packaging.log, ks, packaging.log"
1328218,CLOSED-ERRATA,25,,python-keyring: missing dependency on python-SecretStorage,python-keyring,
1328233,CLOSED-RAWHIDE,25,,Switch catfish to Python 3,catfish,"0001-Remove-unnecessary-shebangs.patch, catfish.spec"
1328337,CLOSED-ERRATA,24,,AttributeError: 'NoneType' object has no attribute 'device',liveusb-creator,
1328340,CLOSED-ERRATA,24,,liveusb-creator: pycurl.error: cannot invoke setopt() - perform() is currently running,liveusb-creator,
1328369,CLOSED-ERRATA,24,,Luc doesn't reuse already downloaded image and stuck,liveusb-creator,
1328419,CLOSED-ERRATA,25,,wireshark-cli %post scriptlet fails with: line 2: /usr/bin/udevadm: No such file or directory,wireshark,root.log
1328423,CLOSED-NEXTRELEASE,25,,[abrt] tracker: g_malloc(): tracker-extract killed by SIGTRAP,tracker,"backtrace, cgroup, core_backtrace, dso_list, environ, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
1328467,CLOSED-CURRENTRELEASE,24,"FutureFeature, Triaged",[rfe] repo priorities and costs are ignored by query,dnf,
1328484,CLOSED-ERRATA,24,,liveusb-creator on Windows 10 opens diskpart.exe but does nothing,liveusb-creator,"screen1.png, diskpart.png"
1328505,CLOSED-ERRATA,24,,need to remove fedora logo from u-boot,uboot-tools,
1328633,CLOSED-ERRATA,24,,ACPI errors on Kernel 4.5.1-300 i,kernel,file_1328633.txt
1328746,CLOSED-ERRATA,24,,"nautils failed to start,after hanged for a while",nautilus,oyt.ogv
1328865,CLOSED-ERRATA,24,,qgis should be rebuilt,qgis,
1328947,CLOSED-ERRATA,24,,[gnome-terminal] /proc/self/loginuid contains 0xffffffffh,systemd,"ddd.png, pgdemo1.f, login.patch"
1328975,CLOSED-RAWHIDE,25,Triaged,"if multiple packages are added to sack, hawkey sets location to None",hawkey,
1329080,CLOSED-CURRENTRELEASE,25,,"Does not start, immediate SIGSEGV",webkitgtk4,gdb.bt
1329112,CLOSED-CURRENTRELEASE,24,,Failed to read EDID output with a USB-C to HDMI Display Adapter,kernel,usbchdmi.log
1329113,CLOSED-ERRATA,24,,the data written by liveusb-creator is not recognizable to  virt-manager or  Nautilus,liveusb-creator,"test.png, Screenshot from 2016-04-21 16-47-13.png, fyi.txt"
1329195,CLOSED-ERRATA,24,,obsolete nautilus-open-terminal,gnome-terminal,
1329226,CLOSED-ERRATA,24,,obsolete httpie from F23,httpie,
1329264,CLOSED-CURRENTRELEASE,25,,lxc + lvm triggers a bug on container shutdown only with kernel 4.4.x,kernel,
1329288,CLOSED-CURRENTRELEASE,25,,InstallClass imports are broken on F25+,fedora-productimg-atomic,0001-Update-blivet-usage-for-2.x-API.patch
1329321,CLOSED-ERRATA,24,,Suggests non working command when trimmed processes names are encountered,setroubleshoot-plugins,
1329332,CLOSED-ERRATA,24,,After upgrading to 24 from 23 boinc client doesn't start/work anymore,boinc-client,
1329342,CLOSED-ERRATA,24,Reopened,1.8.0.91-1.b14.fc25 (OpenJDK April CPU) breaks EC ciphers,java-1.8.0-openjdk,
1329356,CLOSED-NEXTRELEASE,24,,Clicking Download button on the Upgrade banner does nothing,gnome-software,
1329368,CLOSED-ERRATA,24,,libsoup is built without GSSAPI support,libsoup,
1329373,CLOSED-RAWHIDE,26,Triaged,yum cmd with --skip-broken is wrongly transformed into dnf options,dnf,
1329473,CLOSED-ERRATA,24,,It's very hard  to choose the wanted iso as liveusb-creator can't display the whole file name,liveusb-creator,"short.png, liveus.png"
1329483,CLOSED-ERRATA,24,,Current stable kdepimlibs (4.14.10-12) requires newer kdelibs (>= 4.14.19),kdelibs,
1329532,CLOSED-ERRATA,24,,liveusb-creator on Windows 10 doesn't write image,liveusb-creator,
1329550,CLOSED-ERRATA,24,,sealert: failed to connect to server: No such file or directory,setroubleshoot,sealert_noent
1329591,CLOSED-ERRATA,24,,"Please update to 2.7.4 fixing CVE-2016-2315, CVE-2016-2324",git,
1329601,CLOSED-CURRENTRELEASE,24,,Inverted scroll direction when running virt-manager on Fedora 24,virt-manager,
1329613,CLOSED-RAWHIDE,24,CommonBugs,bananapi: unable to pxe boot,dracut,"1.jpg, 2.jpg"
1329617,CLOSED-RAWHIDE,25,Triaged,Downgrade fails with broken dep with --setopt=strict=False,dnf,
1329629,CLOSED-ERRATA,24,,"Missing dependencies: ""ImportError: No module named yum""",fedora-easy-karma,0001-Show-message-when-neither-dnf-or-yum-can-be-found.patch
1329715,CLOSED-ERRATA,24,,[abrt] plasmashell/sddm: drainMarkStack(): sddm-greeter killed by SIGSEGV,qt5-qtdeclarative,"backtrace, cgroup, core_backtrace, dso_list, environ, exploitable, gdb.txt, limits, maps, mountinfo, namespaces, open_fds, proc_pid_status, var_log_messages"
